#CGI
#yaml:
#    date: 2023-12-06 13:45:46
#    transit_version: v1.0.7
#    app_or_command_line: app
#    console_command: transit 
#    stats: {}
#    parameters:
#       frac_abund_file: /Users/jeffhykin/repos/transit2/cgi_output.abundances.tsv
#    
#Significant Interactions	Orf	Gene	Nobs	intercept	coefficient sgRNA_strength	coefficient concentration dependence	pval intercept	pval pred_logFC	pval concentration dependence	qval concentration dependence	Z
0	RVBD2177c	RVBD2177c	5	0.7360036136027139	0.14611918465182816	-0.0491119752664327	5.5646967350175e-08	3.0829041467836607e-07	0.12367511686853404	0.1882032992982383	-0.3226423455359133
0	RVBD3903c	RVBD3903c	15	0.8971119059454113	0.18522605744518497	-0.012083367368277746	3.7064189984072576e-36	1.8710105771148086e-52	0.41873320598069474	0.5177205516306038	-0.08278940121044914
0	RVBD0164	TB18.5	63	-0.06205305013251209	0.09280582087192146	-0.2520674650371468	0.24981042168429443	2.9947489076009127e-142	5.566145958427416e-59	1.6959878064238687e-57	-1.637287279593723
0	RVBD2014	RVBD2014	7	1.3860406841249058	0.6618744966777972	0.08540414601827381	2.932370070247423e-29	0.001036658421405116	7.831999254338484e-05	0.0002633804431517507	0.5486863265577989
0	RVBD1727	RVBD1727	6	1.081483733193991	0.15090294410595273	0.06583103078376007	1.016017320117142e-12	2.2004222677882074e-10	0.043199671091709725	0.07718750649971413	0.4219014003857933
0	RVBD1018c	glmU	88	1.1571371492096505	0.11483872330699865	0.031924200791097174	1.9582289488393778e-118	0.0	0.005816430436876635	0.013069096769339567	0.20226978396501002
0	RVBD1159	pimE	13	0.7314377898513105	0.1587992109849927	0.0013785507371998256	1.888105104585851e-20	3.592082508638357e-30	0.9264241945409984	0.948056461802011	0.004410223003021701
0	RVBD0490	senX3	8	1.2336983345167276	0.20007105197235575	0.07544112466915281	1.2892751964900954e-34	8.157248965714024e-11	9.20827875100165e-06	3.510492619576174e-05	0.484150818997354
0	RVBD2076c	RVBD2076c	5	1.4859786822324348	0.31198485388706876	0.12258278453197516	1.043823794994443e-16	0.13251593156474986	0.00014843836452936273	0.0004745779826209037	0.7895110947491978
0	RVBD1780	RVBD1780	9	1.1491357080335	0.24481893083252693	0.03973761570944776	6.190941089526162e-18	2.978813699144978e-17	0.1765532997637333	0.2521203991175709	0.2528812079363734
0	RVBD1193	fadD36	6	1.2859501661451795	0.022914822446870264	0.06850465771444003	1.1117565706408565e-12	0.847131615119854	0.051919290933677024	0.09035888712040198	0.43921982869709353
0	RVBD1466	RVBD1466	2	1.7414107127484058	-0.6859588194447452	0.1980290975695527	1.626460121974134e-10	0.0012809349150728433	4.138430460020647e-05	0.0001452422976457508	1.2782148659073167
0	RVBD3492c	RVBD3492c	6	0.6081711174984733	0.15219660472266533	-0.03957204289316898	7.035101897336403e-15	1.626622538377708e-28	0.013048060245838676	0.026747858465220774	-0.2608473983781205
0	RVBD3435c	RVBD3435c	12	0.9451924442370979	0.17734744081243126	0.007864134336573023	9.266751262378376e-32	1.629872364646857e-48	0.6365072604674338	0.720526935434849	0.04642061470494994
0	RVBD3505	fadE27	13	0.9150234596211806	0.1622161779590766	0.0059469378701594335	1.0420518812288375e-28	2.3161601037145923e-06	0.7298191842723349	0.7961303930413157	0.03400196751776825
